Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
MRS2,Magnesium Transporter MRS2,Protein Coding,45,GC06P024402,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRS2
MYO1D,Myosin ID,Protein Coding,45,GC17M032492,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1D
NAP1L1,Nucleosome Assembly Protein 1 Like 1,Protein Coding,45,GC12M076036,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L1
NCBP1,Nuclear Cap Binding Protein Subunit 1,Protein Coding,45,GC09P097633,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCBP1
NUP50,Nucleoporin 50,Protein Coding,45,GC22P045163,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP50
ORC3,Origin Recognition Complex Subunit 3,Protein Coding,45,GC06P087590,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORC3
PALS1,"Protein Associated With LIN7 1, MAGUK P55 Family Member",Protein Coding,45,GC14P067240,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALS1
RCL1,RNA Terminal Phosphate Cyclase Like 1,Protein Coding,45,GC09P004782,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCL1
RPS28,Ribosomal Protein S28,Protein Coding,45,GC19P008449,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS28
RTCB,"RNA 2',3'-Cyclic Phosphate And 5'-OH Ligase",Protein Coding,45,GC22M032387,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTCB
SEC61B,SEC61 Translocon Subunit Beta,Protein Coding,45,GC09P099222,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61B
SMU1,SMU1 DNA Replication Regulator And Spliceosomal Factor,Protein Coding,45,GC09M033041,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMU1
SNRPD1,Small Nuclear Ribonucleoprotein D1 Polypeptide,Protein Coding,45,GC18P021612,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD1
SRPRB,SRP Receptor Subunit Beta,Protein Coding,45,GC03P133784,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPRB
STOML2,Stomatin Like 2,Protein Coding,45,GC09M035099,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOML2
TFB2M,"Transcription Factor B2, Mitochondrial",Protein Coding,45,GC01M246540,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFB2M
U2AF2,U2 Small Nuclear RNA Auxiliary Factor 2,Protein Coding,45,GC19P055654,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF2
ULBP1,UL16 Binding Protein 1,Protein Coding,45,GC06P149963,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULBP1
AAR2,AAR2 Splicing Factor,Protein Coding,44,GC20P036236,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAR2
AASDHPPT,Aminoadipate-Semialdehyde Dehydrogenase-Phosphopantetheinyl Transferase,Protein Coding,44,GC11P106075,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AASDHPPT
ACTR1A,Actin Related Protein 1A,Protein Coding,44,GC10M102479,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR1A
ANKRD28,Ankyrin Repeat Domain 28,Protein Coding,44,GC03M015667,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD28
AP2A2,Adaptor Related Protein Complex 2 Subunit Alpha 2,Protein Coding,44,GC11P000924,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A2
API5,Apoptosis Inhibitor 5,Protein Coding,44,GC11P043311,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=API5
AVEN,Apoptosis And Caspase Activation Inhibitor,Protein Coding,44,GC15M036260,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVEN
CACYBP,Calcyclin Binding Protein,Protein Coding,44,GC01P175001,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACYBP
CAPRIN1,Cell Cycle Associated Protein 1,Protein Coding,44,GC11P034051,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPRIN1
CCDC8,Coiled-Coil Domain Containing 8,Protein Coding,44,GC19M046410,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC8
CEP78,Centrosomal Protein 78,Protein Coding,44,GC09P078236,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP78
CLNS1A,Chloride Nucleotide-Sensitive Channel 1A,Protein Coding,44,GC11M103145,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLNS1A
COPS7B,COP9 Signalosome Subunit 7B,Protein Coding,44,GC02P231781,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS7B
COPS8,COP9 Signalosome Subunit 8,Protein Coding,44,GC02P237085,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS8
CPSF2,Cleavage And Polyadenylation Specific Factor 2,Protein Coding,44,GC14P092121,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF2
DCAF1,DDB1 And CUL4 Associated Factor 1,Protein Coding,44,GC03M051395,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF1
DCAF7,DDB1 And CUL4 Associated Factor 7,Protein Coding,44,GC17P063550,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF7
DDX24,DEAD-Box Helicase 24,Protein Coding,44,GC14M094048,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX24
DHX32,DEAH-Box Helicase 32 (Putative),Protein Coding,44,GC10M125836,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX32
DIMT1,DIM1 RRNA Methyltransferase And Ribosome Maturation Factor,Protein Coding,44,GC05M062387,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIMT1
DNAJC10,DnaJ Heat Shock Protein Family (Hsp40) Member C10,Protein Coding,44,GC02P182716,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC10
EBNA1BP2,EBNA1 Binding Protein 2,Protein Coding,44,GC01M043165,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBNA1BP2
EFHD2,EF-Hand Domain Family Member D2,Protein Coding,44,GC01P015409,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFHD2
ELOB,Elongin B,Protein Coding,44,GC16M008670,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOB
FAF2,Fas Associated Factor Family Member 2,Protein Coding,44,GC05P176447,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF2
FUBP3,Far Upstream Element Binding Protein 3,Protein Coding,44,GC09P130580,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUBP3
GPN1,GPN-Loop GTPase 1,Protein Coding,44,GC02P027628,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN1
GPS1,G Protein Pathway Suppressor 1,Protein Coding,44,GC17P082050,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPS1
GTF3C1,General Transcription Factor IIIC Subunit 1,Protein Coding,44,GC16M027471,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C1
GTF3C4,General Transcription Factor IIIC Subunit 4,Protein Coding,44,GC09P132671,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C4
HIGD1A,HIG1 Hypoxia Inducible Domain Family Member 1A,Protein Coding,44,GC03M042782,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIGD1A
HNRNPA3,Heterogeneous Nuclear Ribonucleoprotein A3,Protein Coding,44,GC02P177212,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA3
HNRNPAB,Heterogeneous Nuclear Ribonucleoprotein A/B,Protein Coding,44,GC05P178204,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPAB
HSPA4L,Heat Shock Protein Family A (Hsp70) Member 4 Like,Protein Coding,44,GC04P127781,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4L
IFT27,Intraflagellar Transport 27,Protein Coding,44,GC22M063690,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT27
IFT74,Intraflagellar Transport 74,Protein Coding,44,GC09P026947,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT74
IPO4,Importin 4,Protein Coding,44,GC14M024199,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO4
KIFBP,Kinesin Family Binding Protein,Protein Coding,44,GC10P068990,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFBP
LRRC1,Leucine Rich Repeat Containing 1,Protein Coding,44,GC06P096428,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC1
LSM7,"LSM7 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated",Protein Coding,44,GC19M002321,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM7
LYAR,Ly1 Antibody Reactive,Protein Coding,44,GC04M004328,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYAR
MAEA,"Macrophage Erythroblast Attacher, E3 Ubiquitin Ligase",Protein Coding,44,GC04P001289,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAEA
MPHOSPH6,M-Phase Phosphoprotein 6,Protein Coding,44,GC16M082181,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH6
MRPL1,Mitochondrial Ribosomal Protein L1,Protein Coding,44,GC04P077862,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL1
MRPL24,Mitochondrial Ribosomal Protein L24,Protein Coding,44,GC01M156737,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL24
MRPL39,Mitochondrial Ribosomal Protein L39,Protein Coding,44,GC21M025585,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL39
MRPS24,Mitochondrial Ribosomal Protein S24,Protein Coding,44,GC07M043868,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS24
MRPS30,Mitochondrial Ribosomal Protein S30,Protein Coding,44,GC05P044808,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS30
MRPS35,Mitochondrial Ribosomal Protein S35,Protein Coding,44,GC12P027710,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS35
MRPS9,Mitochondrial Ribosomal Protein S9,Protein Coding,44,GC02P105020,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS9
MTREX,Mtr4 Exosome RNA Helicase,Protein Coding,44,GC05P055308,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTREX
MYL6B,Myosin Light Chain 6B,Protein Coding,44,GC12P057677,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6B
NAP1L4,Nucleosome Assembly Protein 1 Like 4,Protein Coding,44,GC11M002944,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L4
NCBP2,Nuclear Cap Binding Protein Subunit 2,Protein Coding,44,GC03M196935,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCBP2
NOB1,NIN1 (RPN12) Binding Protein 1 Homolog,Protein Coding,44,GC16M071160,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOB1
NOM1,Nucleolar Protein With MIF4G Domain 1,Protein Coding,44,GC07P156949,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOM1
NOSIP,Nitric Oxide Synthase Interacting Protein,Protein Coding,44,GC19M049555,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOSIP
NRDC,Nardilysin Convertase,Protein Coding,44,GC01M051850,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRDC
NUF2,NUF2 Component Of NDC80 Kinetochore Complex,Protein Coding,44,GC01P163266,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUF2
NUP188,Nucleoporin 188,Protein Coding,44,GC09P128947,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP188
PAF1,"PAF1 Homolog, Paf1/RNA Polymerase II Complex Component",Protein Coding,44,GC19M039385,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAF1
PCGF5,Polycomb Group Ring Finger 5,Protein Coding,44,GC10P095652,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCGF5
PEG3,Paternally Expressed 3,Protein Coding,44,GC19M056810,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEG3
PELO,Pelota MRNA Surveillance And Ribosome Rescue Factor,Protein Coding,44,GC05P052787,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELO
PLRG1,Pleiotropic Regulator 1,Protein Coding,44,GC04M154534,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLRG1
PNO1,Partner Of NOB1 Homolog,Protein Coding,44,GC02P068157,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNO1
POLDIP3,DNA Polymerase Delta Interacting Protein 3,Protein Coding,44,GC22M042583,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLDIP3
POLR2H,"RNA Polymerase II, I And III Subunit H",Protein Coding,44,GC03P184361,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2H
POLR3D,RNA Polymerase III Subunit D,Protein Coding,44,GC08P022245,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3D
PPP6R2,Protein Phosphatase 6 Regulatory Subunit 2,Protein Coding,44,GC22P050330,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R2
PYCR3,Pyrroline-5-Carboxylate Reductase 3,Protein Coding,44,GC08M143604,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR3
RALY,RALY Heterogeneous Nuclear Ribonucleoprotein,Protein Coding,44,GC20P033993,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALY
RANBP10,RAN Binding Protein 10,Protein Coding,44,GC16M067723,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP10
RBM38,RNA Binding Motif Protein 38,Protein Coding,44,GC20P057391,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM38
RNH1,Ribonuclease/Angiogenin Inhibitor 1,Protein Coding,44,GC11M004804,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNH1
RPL17,Ribosomal Protein L17,Protein Coding,44,GC18M049488,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17
RPL18A,Ribosomal Protein L18a,Protein Coding,44,GC19P075761,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL18A
RPL32,Ribosomal Protein L32,Protein Coding,44,GC03M012834,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL32
RPL37A,Ribosomal Protein L37a,Protein Coding,44,GC02P216498,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL37A
RPP30,Ribonuclease P/MRP Subunit P30,Protein Coding,44,GC10P090871,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPP30
RRP1,Ribosomal RNA Processing 1,Protein Coding,44,GC21P043789,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP1
RSL24D1,Ribosomal L24 Domain Containing 1,Protein Coding,44,GC15M055180,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL24D1
SENP7,SUMO Specific Peptidase 7,Protein Coding,44,GC03M101324,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP7
SRP68,Signal Recognition Particle 68,Protein Coding,44,GC17M076038,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP68
STAU1,Staufen Double-Stranded RNA Binding Protein 1,Protein Coding,44,GC20M049113,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAU1
STRAP,Serine/Threonine Kinase Receptor Associated Protein,Protein Coding,44,GC12P015882,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRAP
SUGT1,"SGT1 Homolog, MIS12 Kinetochore Complex Assembly Cochaperone",Protein Coding,44,GC13P052652,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGT1
TAF9B,TATA-Box Binding Protein Associated Factor 9b,Protein Coding,44,GC0XM078129,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9B
TMOD1,Tropomodulin 1,Protein Coding,44,GC09P097501,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMOD1
TRIM26,Tripartite Motif Containing 26,Protein Coding,44,GC06M030184,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM26
TRMT10C,"TRNA Methyltransferase 10C, Mitochondrial RNase P Subunit",Protein Coding,44,GC03P101561,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT10C
TSHZ3,Teashirt Zinc Finger Homeobox 3,Protein Coding,44,GC19M073432,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSHZ3
TTC26,Tetratricopeptide Repeat Domain 26,Protein Coding,44,GC07P139135,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC26
USP34,Ubiquitin Specific Peptidase 34,Protein Coding,44,GC02M061187,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP34
YEATS4,YEATS Domain Containing 4,Protein Coding,44,GC12P069359,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YEATS4
YPEL5,Yippee Like 5,Protein Coding,44,GC02P030108,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YPEL5
ZC3HAV1,"Zinc Finger CCCH-Type Containing, Antiviral 1",Protein Coding,44,GC07M139071,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3HAV1
ZFR,Zinc Finger RNA Binding Protein,Protein Coding,44,GC05M032354,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFR
ZNF331,Zinc Finger Protein 331,Protein Coding,44,GC19P076786,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF331
ZNF638,Zinc Finger Protein 638,Protein Coding,44,GC02P071276,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF638
AAMP,Angio Associated Migratory Cell Protein,Protein Coding,43,GC02M218264,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAMP
AMER1,APC Membrane Recruitment Protein 1,Protein Coding,43,GC0XM064185,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMER1
ANKHD1,Ankyrin Repeat And KH Domain Containing 1,Protein Coding,43,GC05P147191,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKHD1
CHCHD3,Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 3,Protein Coding,43,GC07M132784,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD3
CHST9,Carbohydrate Sulfotransferase 9,Protein Coding,43,GC18M026906,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST9
CMTM8,CKLF Like MARVEL Transmembrane Domain Containing 8,Protein Coding,43,GC03P032238,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMTM8
CNRIP1,Cannabinoid Receptor Interacting Protein 1,Protein Coding,43,GC02M068284,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNRIP1
COPS6,COP9 Signalosome Subunit 6,Protein Coding,43,GC07P100088,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS6
COPS7A,COP9 Signalosome Subunit 7A,Protein Coding,43,GC12P024822,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS7A
DBR1,Debranching RNA Lariats 1,Protein Coding,43,GC03M138160,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBR1
DNAJC9,DnaJ Heat Shock Protein Family (Hsp40) Member C9,Protein Coding,43,GC10M073183,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC9
DRAP1,DR1 Associated Protein 1,Protein Coding,43,GC11P071456,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAP1
EXOSC4,Exosome Component 4,Protein Coding,43,GC08P145241,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC4
G3BP2,G3BP Stress Granule Assembly Factor 2,Protein Coding,43,GC04M075642,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP2
GATAD2A,GATA Zinc Finger Domain Containing 2A,Protein Coding,43,GC19P075782,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATAD2A
GPRASP2,G Protein-Coupled Receptor Associated Sorting Protein 2,Protein Coding,43,GC0XP102712,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRASP2
GRPEL2,"GrpE Like 2, Mitochondrial",Protein Coding,43,GC05P149345,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRPEL2
GTF3C2,General Transcription Factor IIIC Subunit 2,Protein Coding,43,GC02M027325,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C2
GTF3C3,General Transcription Factor IIIC Subunit 3,Protein Coding,43,GC02M196763,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C3
GTF3C5,General Transcription Factor IIIC Subunit 5,Protein Coding,43,GC09P133030,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C5
HNRNPA0,Heterogeneous Nuclear Ribonucleoprotein A0,Protein Coding,43,GC05M137750,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA0
HNRNPLL,Heterogeneous Nuclear Ribonucleoprotein L Like,Protein Coding,43,GC02M038561,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPLL
HNRNPUL1,Heterogeneous Nuclear Ribonucleoprotein U Like 1,Protein Coding,43,GC19P041262,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL1
IFT80,Intraflagellar Transport 80,Protein Coding,43,GC03M160256,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT80
INTS9,Integrator Complex Subunit 9,Protein Coding,43,GC08M028767,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS9
LACTB,Lactamase Beta,Protein Coding,43,GC15P127734,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LACTB
LANCL1,LanC Like Glutathione S-Transferase 1,Protein Coding,43,GC02M210431,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LANCL1
LARP4B,La Ribonucleoprotein 4B,Protein Coding,43,GC10M000806,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP4B
LSM6,"LSM6 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated",Protein Coding,43,GC04P146177,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM6
LUC7L2,"LUC7 Like 2, Pre-MRNA Splicing Factor",Protein Coding,43,GC07P139344,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2
MARCKSL1,MARCKS Like 1,Protein Coding,43,GC01M032334,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCKSL1
MCTS1,MCTS1 Re-Initiation And Release Factor,Protein Coding,43,GC0XP120594,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCTS1
MPLKIP,M-Phase Specific PLK1 Interacting Protein,Protein Coding,43,GC07M040126,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPLKIP
MRPL10,Mitochondrial Ribosomal Protein L10,Protein Coding,43,GC17M054604,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL10
MRPL13,Mitochondrial Ribosomal Protein L13,Protein Coding,43,GC08M120377,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL13
MRPL16,Mitochondrial Ribosomal Protein L16,Protein Coding,43,GC11M102290,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL16
MRPL17,Mitochondrial Ribosomal Protein L17,Protein Coding,43,GC11M006680,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL17
MRPL19,Mitochondrial Ribosomal Protein L19,Protein Coding,43,GC02P075646,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL19
MRPL22,Mitochondrial Ribosomal Protein L22,Protein Coding,43,GC05P154941,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL22
MRPL23,Mitochondrial Ribosomal Protein L23,Protein Coding,43,GC11P002315,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL23
MRPL28,Mitochondrial Ribosomal Protein L28,Protein Coding,43,GC16M000366,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL28
MRPL37,Mitochondrial Ribosomal Protein L37,Protein Coding,43,GC01P054185,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL37
MRPL4,Mitochondrial Ribosomal Protein L4,Protein Coding,43,GC19P010251,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL4
MRPL43,Mitochondrial Ribosomal Protein L43,Protein Coding,43,GC10M100969,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL43
MRPL46,Mitochondrial Ribosomal Protein L46,Protein Coding,43,GC15M126411,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL46
MRPL49,Mitochondrial Ribosomal Protein L49,Protein Coding,43,GC11P071382,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL49
MRPS10,Mitochondrial Ribosomal Protein S10,Protein Coding,43,GC06M042206,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS10
MRPS14,Mitochondrial Ribosomal Protein S14,Protein Coding,43,GC01M175010,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS14
MRPS17,Mitochondrial Ribosomal Protein S17,Protein Coding,43,GC07P059234,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS17
MRPS18B,Mitochondrial Ribosomal Protein S18B,Protein Coding,43,GC06P030617,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS18B
MRPS2,Mitochondrial Ribosomal Protein S2,Protein Coding,43,GC09P135499,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS2
MRPS27,Mitochondrial Ribosomal Protein S27,Protein Coding,43,GC05M074704,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS27
NDUFAF5,NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 5,Protein Coding,43,GC20P013933,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF5
NMD3,NMD3 Ribosome Export Adaptor,Protein Coding,43,GC03P161104,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMD3
